factory,model,year,city,mileage,price
камаз,6522-027,2017,краснодар,99500,3707109
sitrak,с7н,2022,самара,61533,8492636
камаз,6522-027,2017,краснодар,100000,2493607
shacman,sx3318dt366,2019,москва,31051,3676907
scania,p,2021,самара,359000,12902400
jac,n90,2022,краснодар,106598,4018176
shacman,sx42586w385c,2023,якутск,9594,8429875
howo,zz3317v386ge1,2022,краснодар,71791,8165376
shacman,sx331863366,2022,ростов-на-дону,56386,7516750
камаз,6520-53,2020,москва,108979,2337289
shacman,sx331863366,2022,ростов-на-дону,35000,7529150
faw,ca3310p66k24t4e5,2021,казань,120221,4783250
shacman,sx33186w366c,2022,якутск,18915,7096688
shacman,sx3258dr384,2022,якутск,13095,6718464
shacman,sx331863366,2022,ростов-на-дону,95099,7031808
faw,ca3310p66k24t4e5,2022,москва,77410,4444632
jac,n,2022,казань,236197,4884480
shacman,sx32586t384c,2022,москва,105726,5475000
howo,zz3327s3847e,2022,набережные челны,102878,5779000
shacman,sx33186t366,2022,самара,106303,6178650
faw,ca3250p66k24t1e5,2022,москва,46090,4397562
faw,ca3250p66k24t1e5,2022,москва,26978,4840482
камаз,6520-43,2017,санкт-петербург,288000,2626560
камаз,6520-43,2017,санкт-петербург,176245,2985984
faw,ca3250p66k2t1e5,2022,москва,62147,4751297
hongyan,cq3406hv39,2022,калуга,73670,4813000
faw,ca3250p66k2t1e5,2022,москва,48978,5263380
faw,ca3250p66k24t1e5,2022,москва,57451,5385217
jac,n,2022,краснодар,37419,6340608
faw,ca3250p66k2t1e5,2022,москва,79944,4873500
faw,ca3250p66k2t1e5,2022,москва,72862,4873500
faw,ca3250p66k24t1e5,2022,москва,76798,4873500
jac,n,2022,казань,128053,5530000
jac,n350,2022,уфа,27000,5650000
shacman,sx3258dt384c,2022,москва,168274,5367398
shacman,sx331863366,2023,нижний новгород,85729,7391232
faw,ca3250p66k24t1e5,2022,москва,43151,4846000
daf,xf,2021,москва,215717,12718080
faw,ca3250p66k2t1e5,2022,москва,40534,4500000
faw,ca3250p66k2t1e5,2022,москва,76798,4386000
shacman,sx33186w366c,2022,ростов-на-дону,93664,6524950
shacman,sx331863366,2022,москва,88008,6765000
hongyan,cq3406hv39,2022,казань,54523,5018000
shacman,sx33186v366,2022,казань,116045,6451200
shacman,sx33186v366,2022,казань,108491,6525000
shacman,sx331863366,2023,нижний новгород,97803,7257600
камаз,6520-53,2022,москва,49499,4137000
shacman,sx33186v366,2022,новокузнецк,81000,7547904
shacman,sx331863366,2022,москва,83150,6765000
камаз,65801-т5,2021,казань,90651,6768000
shacman,sx33186v366,2022,новокузнецк,53465,7944192
маз,643008-070-012,2023,ростов-на-дону,50557,5212840
shacman,sx33186t366c,2022,казань,117888,6083000
shacman,sx33186w366c,2022,новокузнецк,34574,7778304
hongyan,cq3406hv39,2022,ростов-на-дону,115090,5744450
hongyan,cq3406hv39,2022,ростов-на-дону,176528,5144250
hongyan,cq3406hv39,2022,ростов-на-дону,115784,5744450
hongyan,cq3406hv39,2022,ростов-на-дону,54000,6396050
howo,zz3407s3867e,2022,казань,75728,6234000
howo,zz3407s3867e,2022,казань,86341,6055000
hongyan,cq3406hv39,2022,ростов-на-дону,117192,5744450
hongyan,cq3406hv39,2022,ростов-на-дону,129231,5491500
hongyan,cq3406hv39,2022,ростов-на-дону,96753,5830150
hongyan,cq3406hv39,2022,ростов-на-дону,137303,5401500
hongyan,cq3406hv39,2022,ростов-на-дону,156050,5315725
hongyan,cq3406hv39,2022,ростов-на-дону,116236,5744450
shacman,sx331863366,2023,дзержинск,36381,8316518
shacman,sx33186w366c,2022,новокузнецк,40156,7234560
faw,ca3310p66k24t4e5,2022,ростов-на-дону,40397,5487200
faw,ca3310p66k24t4e5,2022,ростов-на-дону,88023,5350020
faw,ca3310p66k24t4e5,2022,ростов-на-дону,73637,5478650
faw,ca3310p66k24t4e5,2022,ростов-на-дону,73028,5144250
камаз,5490-022-87(s5),2017,курск,727872,2866544
faw,ca3310p66k24t4e5,2022,краснодар,89050,5415000
faw,ca3310p66k24t4e5,2022,краснодар,87463,5392437
маз,650128-8520-000,2022,казань,95112,4271000
ивановец,кс-55717к-1,2022,москва,15321,13810000
jac,n,2022,казань,80000,5438000
howo,zz3317v386ge1,2022,казань,49284,8386560
jac,n,2022,краснодар,213865,4884480
jac,n,2021,краснодар,181029,5376000
shacman,sx33186t366c,2022,казань,106307,6244000
shacman,sx33186t366c,2022,казань,113138,6175000
shacman,sx33186t366c,2022,казань,106938,5949000
shacman,sx33186t366c,2022,казань,,5558000
jac,n,2022,казань,80000,5438000
jac,n,2022,казань,75000,5438000
shacman,sx33186w366c,2022,москва,46512,7133184
shacman,sx32586w384c,2023,москва,46667,7372800
газ,c42r33,2020,казань,,3881000
shacman,sx33186w366c,2022,казань,57475,7004160
shacman,sx42584v324,2022,москва,183554,5723136
faw,ca3250p66k24t1e5,2022,москва,39474,5672000
маз,643028-520-012,2022,москва,,5450000
faw,ca3250p66k24t1e5,2022,москва,82295,4970970
shacman,sx32586t384,2022,пермь,77000,5899000
howo,zz3407s3867е,2022,саранск,58921,6655000
shacman,sx33186v366,2022,красноярск,122105,6289920
isuzu,fvr34ul-qduс,2020,москва,625903,4650000
shacman,sx33186v366,2022,нижний новгород,160356,5419008
shacman,sx33186w366c,2022,красноярск,123900,6119424
isuzu,nqr90lm,2019,москва,278698,3800000
jac,n,2022,казань,109711,5742000
faw,ca3250p66k2t1e5,2019,красноярск,259691,3578412
камаз,6520-53,2022,москва,91013,4005000
isuzu,nqr90lm,2019,москва,339522,3576000
маз,650128-8520-000,2022,казань,78055,4148000
scania,r,2018,самара,907777,7967541
faw,ca3250p66k2t1e5,2022,воронеж,50000,5811197
xcmg/mgcm,xct55_s,2022,красноярск,2669,24999250
камаз,5490-s5,2021,москва,100000,5931000
shacman,sx33186v366,2022,нижний новгород,121218,5658624
volvo,fh,2017,красноярск,806377,10326895
shacman,sx42586v385,2022,иркутск,51568,7170048
shacman,sx33186t366,2022,москва,224519,4200000
faw,ca3310p66k24t4e5,2021,усть-кут,141194,4711050
faw,ca3310p66k24t4e5,2023,иркутск,41913,6258838
белавтомаш,кс,2022,нижний новгород,6228,10830000
shacman,sx32586t384,2022,москва,46137,5620000
белавтомаш,кс,2022,нижний новгород,8667,10830000
hongyan,cq3406hv39,2023,москва,17821,5962752
камаз,6520-53,2022,москва,56069,4060000
камаз,6520-53,2022,москва,35181,4013000
faw,ca3310p66k24t4e5,2022,нижний новгород,52714,5717337
sitrak,c7h,2022,москва,107952,6105600
faw,ca3310p66k24t4e5,2022,иркутск,99999,5234500
shacman,sx32586w384c,2023,москва,41561,6838000
shacman,sx32586w385с,2022,москва,25686,7406000
камаз,6520-53,2022,москва,49875,3950000
shacman,sx3318dt366,2020,иркутск,175000,4167475
камаз,54901-92,2022,саратов,102491,8092000
howo,zz3407s3867е,2022,екатеринбург,112392,5703800
jac,n350,2021,красноярск,105000,4884480
камаз,54901-92,2022,саратов,133001,8061631
камаз,5490-s5,2021,ростов-на-дону,548788,4976640
howo,zz3317v386ge1,2021,самара,210973,6144000
scania,p,2021,самара,594806,11059200
scania,p,2021,самара,330004,12902400
scania,p,2021,самара,499203,11612160
faw,ca3310p66k24t4e5,2022,москва,151762,4715562
камаз,6520-53,2022,москва,65735,3830022
камаз,6520-53,2022,москва,16434,4152508
scania,p,2021,самара,542330,11335680
sitrak,с7н,2023,якутск,23745,9123840
shacman,sx331863366,2022,якутск,28067,8252928
shacman,sx42586w385c,2022,саратов,68839,7372800
man,tgx,2016,москва,654407,8335000
faw,ca3250p66k2t1e5,2020,москва,127729,4200000
isuzu,fvr34ul-qduс,2020,москва,540941,5145000
isuzu,nqr90lm,2019,москва,258873,3850000
камаз,43082-h5,2022,москва,10167,5866250
shacman,sx3258dv385,2022,сургут,129338,4878028
камаз,54901-94,2023,чебоксары,61819,8326965
sany,syz320c-8s,2022,москва,79813,5658675
faw,ca3310p66k24t4e5,2022,казань,85414,5532325
faw,ca3250p66k24t1e5,2022,москва,88395,5117175
камаз,5490-s5,2021,ростов-на-дону,552981,4976640
faw,ca3310p66k24t4e5,2022,нижний новгород,100000,5510000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,47899,5654163
shacman,sx33186v366,2022,пермь,101787,6751000
белавтомаш,кс,2022,нижний новгород,3954,10830000
shacman,sx32586v384,2023,москва,83704,6424000
shacman,sx32586v384,2023,москва,97492,6249000
камаз,5490-s5,2018,ставрополь,345284,2931000
daf,xf,2019,москва,581310,9573939
man,tgx,2020,москва,221757,10585125
faw,ca3250p66k24t1e5,2022,москва,32946,5324750
faw,ca3250p66k24t1e5,2022,москва,108423,4828375
faw,ca3250p66k24t1e5,2022,москва,99161,4828375
shacman,sx42584w324c,2022,москва,116967,6446592
shacman,sx42584v324,2022,москва,75302,6653952
shacman,sx42584w324c,2022,москва,169651,6220800
shacman,sx32586w384c,2023,москва,46247,7077888
shacman,sx42584w324c,2022,москва,84602,6535000
sitrak,c7h,2022,москва,272728,5530000
shacman,sx33186t366,2022,москва,204076,4641000
howo,zz3327s3857e,2022,красноярск,3343,8972697
howo,zz3327s3857e,2022,красноярск,7990,8893440
howo,zz3327s3857e,2022,красноярск,6846,8915558
howo,zz3327s3857e,2022,красноярск,7748,8893440
howo,zz3317v386ge1,2023,красноярск,58888,8524800
howo,zz3317v386ge1,2023,красноярск,69722,8386560
камаз,65209-s5,2021,санкт-петербург,430848,5805782
камаз,5490-033-87(s5),2021,санкт-петербург,420879,5860000
урал,с35510,2021,санкт-петербург,149046,3686400
hongyan,cq3406hv39,2023,санкт-петербург,99359,5529600
faw,1066,2021,санкт-петербург,167996,3079330
shacman,sx33186w366c,2022,санкт-петербург,95000,6220800
shacman,sx33186w366c,2022,санкт-петербург,69329,6544281
shacman,sx33186w366c,2022,санкт-петербург,108645,6727680
камаз,5490-s5,2021,санкт-петербург,274576,5806080
shacman,sx3258dv385,2022,санкт-петербург,150000,5913907
sitrak,c7h,2022,санкт-петербург,223047,5432832
камаз,5490-s5,2021,санкт-петербург,319817,5610332
shacman,sx3258dr384,2022,санкт-петербург,119335,4527912
shacman,sx33186w366c,2022,санкт-петербург,118226,6183936
sitrak,c7h,2022,санкт-петербург,220310,5432832
shacman,sx3258dt384c,2022,санкт-петербург,67861,5323262
shacman,sx33186v366,2022,свободный,23216,7992000
shacman,sx33186v366,2022,свободный,20761,8271360
shacman,sx32586t384c,2021,санкт-петербург,103000,4740249
маз,650128-8570-000,2023,свободный,34100,5232000
shacman,sx3258dr384,2022,санкт-петербург,89575,4967516
shacman,sx33186v366,2022,артем,77910,6695424
shacman,sx331863366,2022,москва,125345,6498000
shacman,sx331863366,2022,москва,118096,6515000
shacman,sx33186t366c,2021,нижний новгород,60268,6912000
shacman,sx33186w366c,2022,санкт-петербург,105000,6054912
shacman,sx33186t366,2022,санкт-петербург,124406,5921280
hongyan,cq3406hv39,2022,санкт-петербург,108137,5853081
shacman,sx32586t384c,2022,санкт-петербург,74863,5038848
faw,ca3310p66k24t4e5,2022,москва,45320,5388000
scania,p,2021,самара,383871,12810240
jac,n350,2022,саранск,28823,5109000
shacman,sx3318dt366,2019,нижний новгород,62573,5161000
shacman,sx33186v366,2023,нижний новгород,38461,8691000
shacman,sx42584w324c,2022,москва,244821,5778432
камаз,65115-026,2022,москва,75688,5016453
маз,643028-520-020,2021,москва,,4501218
man,tgx,2018,москва,553215,8743042
маз,6501c9-8530-005,2022,москва,68713,5105664
man,tgx,2017,москва,835853,8821897
faw,ca3310p66k24t4e5,2023,ставрополь,45594,6516050
камаз,5490-s5,2018,волгоград,693500,3284582
камаз,6520-53,2022,санкт-петербург,58500,2910000
камаз,5490-s5,2018,москва,318963,3727000
камаз,65117-48(a5),2021,москва,36248,8305000
shacman,sx331863366,2023,саратов,40101,8755200
faw,ca3310p66k24t4e5,2022,москва,75000,5728500
shacman,sx331863366,2023,саратов,41362,8570880
shacman,sx331863366,2023,саратов,42218,8570880
shacman,sx32586t384c,2022,саратов,25832,8544000
faw,ca3250p66k24t1e5,2022,москва,81713,4751000
камаз,5490-s5,2019,волгоград,415258,3475000
shacman,sx32586t384c,2022,саратов,15339,8340480
shacman,sx42584v324,2022,москва,120605,6715000
sitrak,c7h,2022,артем,46006,7262208
камаз,6520-43,2017,набережные челны,151951,2969225
sany,syz320c-8s,2022,москва,97066,6270000
камаз,43118-50,2022,пермь,37055,5840889
камаз,65115-48(a5),2022,комсомольск-на-амуре,1238,8407000
shacman,sx42586v385,2023,хабаровск,29056,8607744
howo,zz3317v386ge1,2022,благовещенск,92329,7833600
scania,p,2021,самара,535592,11335680
маз,544028-570-031,2022,чита,4381,5227960
ивановец,кс-45717к-1р,2021,москва,31490,11390500
howo,zz3317v386ge1,2023,саратов,20325,8617920
faw,ca3250p66k24l1te5,2023,якутск,6112,7716375
shacman,sx331863366,2022,красноярск,21827,8661000
faw,ca3310p66k24t4e5,2022,казань,65728,5506000
faw,ca3310p66k24t4e5,2021,свободный,100140,4878915
shacman,sx33186t366,2022,чебоксары,60000,6104000
sitrak,с7н,2022,артем,47953,8089759
faw,ca3310p66k24t4e5,2021,свободный,100643,5144250
shacman,sx331863366,2022,красноярск,67808,7586888
shacman,sx33186t366c,2021,уфа,70000,5692447
shacman,sx33186w366c,2022,москва,84459,7008000
маз,544028-570-031,2022,волгоград,175467,4800000
камаз,6520-43,2017,краснодар,176979,2286000
sany,syz320c-8s,2022,балашиха,82765,6437000
sany,syz320c-8s,2022,балашиха,71152,6532000
sany,syz320c-8s,2023,москва,107011,5866250
hongyan,cq3346hv35,2022,москва,100000,6073825
shacman,sx3258dr384,2022,саратов,155464,4627200
sitrak,zz3316v306me,2022,красноярск,54911,9704448
faw,ca3310p66k24t4e5,2022,ростов-на-дону,85000,5063025
hongyan,cq3406hv39,2022,челябинск,37057,6655937
shacman,sx32586v384,2022,балашиха,46122,6987000
shacman,sx42566v324,2022,нижний новгород,61169,7041024
камаз,54901-94,2023,саратов,119292,8005000
sany,syz320c-8s,2022,москва,97066,6460000
sany,syz320c-8s,2022,москва,94120,6298500
shacman,sx3258dr384,2022,саратов,159878,4776000
shacman,sx33186t366,2022,чита,10598,7741440
shacman,sx33186t366,2022,чита,12783,7640064
sitrak,zz3316v306me,2022,красноярск,43168,9704448
sitrak,zz3316v306me,2022,красноярск,39267,9704448
sitrak,zz3316v306me,2022,красноярск,54511,9704448
sitrak,zz3316v306me,2022,красноярск,42144,10459238
sitrak,zz3316v306me,2022,красноярск,21521,9870336
камаз,4308-69(g5),2023,красноярск,63513,6606300
sitrak,zz3316v306me,2022,красноярск,19011,10638028
sitrak,zz3316v306me,2022,красноярск,14963,10807603
sitrak,zz3316v306me,2022,красноярск,29679,9870336
sitrak,с7н,2023,кемерово,110658,7584000
shacman,sx42584v324,2023,москва,68214,6704640
маз,4381с0-2520-025,2022,москва,135112,4602750
shacman,sx33186t366c,2021,санкт-петербург,85891,6912000
sany,syz320c-8s,2022,москва,133569,6023000
shacman,sx331863366,2022,смоленск,91047,6929000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,50000,4214675
shacman,sx331863366,2022,смоленск,95062,6881000
shacman,sx32586v384,2023,москва,81030,6561600
jac,n350,2022,москва,79566,4367000
shacman,sx331863366,2022,смоленск,76344,7387200
faw,ca3250p66k2t1e5,2022,москва,79719,5117000
faw,ca3250p66k24t1e5,2021,москва,63728,4824000
faw,ca3250p66k24t1e5,2022,москва,20844,5373000
faw,ca3250p66k24t1e5,2021,москва,63725,4674000
shacman,sx42586w385c,2022,иркутск,17506,8672256
shacman,sx331863366,2022,москва,121667,6456000
shacman,sx42584w324c,2022,балашиха,122945,6387000
faw,ca3250p66k24t1e5,2022,балашиха,97053,4828375
faw,ca3250p66k24t1e5,2022,балашиха,97053,4828375
камаз,6520-53,2022,москва,10721,4196302
shacman,sx42584w324c,2022,балашиха,234480,5807000
shacman,sx42584w324c,2022,балашиха,192387,6074000
jac,n90,2022,москва,127803,3397651
маз,6501c9-8530-005,2022,брянск,100000,5106000
камаз,6520-53,2022,москва,2903,5162169
shacman,sx32586v384,2023,москва,67473,6552576
faw,ca3310p66k24t4e5,2022,балашиха,124821,5083000
faw,ca3250p66k24t1e5,2022,ростов-на-дону,79821,5216450
камаз,5490-s5,2021,краснодар,300311,5760000
faw,ca3310p66k24t4e5,2023,ставрополь,100000,6254000
shacman,sx33186w366c,2022,чернушка,60000,7329000
shacman,sx3258dr384,2022,краснодар,34340,5376000
shacman,sx3258dr384,2022,краснодар,39516,5376000
sitrak,c7h,2022,воронеж,170211,6364800
камаз,5490-s5,2021,москва,501143,5211648
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98373,5088000
маз,544028-570-031,2022,краснодар,98373,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
foton,auman,2023,москва,190525,6925500
маз,544028-570-031,2022,краснодар,98737,5088000
faw,ca3310p66k24t4e5,2023,краснодар,87878,6032500
faw,ca3310p66k24t4e5,2022,краснодар,140275,5168000
faw,ca3310p66k24t4e5,2022,краснодар,116536,5168000
hongyan,cq3406hv39,2021,краснодар,119532,4332000
hongyan,cq3406hv39,2021,краснодар,167292,4132500
hongyan,cq3406hv39,2021,краснодар,152231,4132500
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
маз,544028-570-031,2022,краснодар,98737,5088000
shacman,sx42584v324,2023,москва,180582,5819904
sitrak,c7h,2022,балашиха,285217,6039000
sany,syz320c-8s,2022,балашиха,61734,6394000
маз,631226-525-042,2020,саратов,43184,7410000
sitrak,zz3316v386me,2022,новокузнецк,111628,8128512
sany,syz320c-8s,2022,балашиха,88567,6052000
камаз,5490-t5,2022,москва,147500,6902784
hongyan,cq3406hv39,2021,краснодар,177040,4085000
shacman,sx32586t384,2022,москва,139207,5308416
hongyan,cq3406hv39,2021,краснодар,115000,4332000
shacman,sx33186t366c,2022,нижний новгород,66022,6884352
hongyan,cq3406hv39,2021,краснодар,115000,4332000
hongyan,cq3406hv39,2021,краснодар,115000,4332000
маз,544028-570-031,2022,краснодар,133333,4676160
jac,n90,2023,воронеж,134251,5179200
shacman,sx33186v366,2022,москва,92541,6153600
shacman,sx33186w366c,2022,новосибирск,19249,7953600
jac,n90l,2023,воронеж,161357,4992000
sany,syz320c-8s,2022,балашиха,26501,6759250
sany,syz320c-8s,2022,москва,44297,6679000
faw,ca3250p66k24t1e5,2022,москва,107171,4935250
shacman,sx33186v366,2022,москва,134746,6172800
shacman,sx32586v384,2022,москва,92807,6182400
sitrak,c7h,2022,москва,219182,5914000
shacman,sx33186v366,2022,москва,129660,6240000
shacman,sx33186t366c,2019,астрахань,300000,3705000
shacman,sx33186t366c,2019,астрахань,300000,4181000
shacman,sx32586v384,2022,москва,78238,6326400
shacman,sx42584v324,2022,москва,333622,4924800
sany,syz320c-8s,2022,москва,60187,6859000
sany,syz320c-8s,2023,москва,33064,6735500
shacman,sx33186v366,2023,москва,65000,6441600
sany,syz320c-8s,2023,москва,42136,6317500
shacman,sx331863366,2022,ростов-на-дону,65000,7200000
sitrak,zz3316v386me,2022,ростов-на-дону,128071,7766400
shacman,sx42584w324c,2022,москва,148588,5664000
shacman,sx33186v366,2022,уфа,111526,6368256
howo,zz3407s3867е,2021,ростов-на-дону,145000,4982750
howo,zz3407s3867е,2021,ростов-на-дону,145000,5130000
камаз,54901-94,2022,москва,150283,7808500
shacman,sx42584w324c,2022,москва,209966,5185000
sitrak,c7h,2023,новый уренгой,70253,7824000
маз,544028-570-031,2022,краснодар,140000,4795000
камаз,65115-026,2022,краснодар,108000,4520000
shacman,sx42584w324c,2022,москва,302814,4656000
iveco,amt,2018,сургут,202000,11470000
dongfeng,gx,2023,воронеж,144096,7885000
sitrak,c7h,2022,москва,119146,6469632
sany,syz320c-8s,2022,москва,61150,6393500
маз,544028-570-031,2022,краснодар,166000,4608000
man,tgx,2021,воронеж,276536,13025000
dongfeng,gx,2023,воронеж,165232,7600000
shacman,sx42584v324,2022,москва,260952,5665000
shacman,sx33186t366,2020,благовещенск,220000,5120500
faw,ca3310p66k24t4e5,2022,москва,140684,4721500
shacman,sx33186v366,2022,москва,207849,5417280
shacman,sx42584v324,2022,москва,319948,5016000
shacman,sx42584w324c,2022,москва,263668,4896000
shacman,sx3256dr384,2017,москва,132564,3417600
sitrak,zz4186v391he,2023,оренбург,65365,7219200
камаз,65115-48(a5),2022,астрахань,32618,7942000
faw,ca3310p66k24t4e5,2023,ставрополь,122700,5073000
faw,ca3310p66k24t4e4,2022,москва,248133,4531500
shacman,sx32586v384,2023,москва,89314,6643200
shacman,sx32586v384,2023,москва,89095,6624000
shacman,sx4188yy381,2023,казань,61634,7719000
hino,500,2021,самара,272564,8670000
маз,650128-8570-005,2022,пенза,31576,5068800
камаз,65115-50,2019,москва,1,4400000
камаз,45144-a5,2022,пенза,19591,6153000
sitrak,zz4186v391he,2023,москва,94102,7150000
shacman,sx33186v366,2022,ярославль,73344,7334000
камаз,65222-53,2023,сыктывкар,10538,9100000
камаз,5490-s5,2021,красноярск,296848,5520000
shacman,sx42584v324,2022,екатеринбург,235553,5260000
sitrak,zz4186v391he,2023,москва,109570,6720000
shacman,sx331863366,2023,балашиха,60683,8031000
shacman,sx331863366,2021,ростов-на-дону,103040,5256000
faw,ca3250p66k24t1e5,2022,москва,78538,4840000
faw,ca3250p66k2t1e5,2023,москва,7643,8763750
faw,ca3250p66k24t1e5,2022,москва,104412,4700000
faw,ca3250p66k2t1e5,2022,балашиха,40236,7760000
faw,ca3250p66k2t1e5,2022,балашиха,49330,7760000
jac,n350,2022,москва,65118,4959000
ивановец,кс-45717к-3,2023,сургут,24866,12295000
камаз,5490-s5,2017,воронеж,890598,2976000
камаз,54901-94,2023,хабаровск,100716,7230000
mercedes-benz,actros,2019,москва,471536,9465000
маз,65012j-8535-000,2019,воронеж,266000,4500000
shacman,sx33186t366,2022,новокузнецк,46587,6715000
shacman,sx33186t366,2022,новокузнецк,68310,6610000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,50020,5680000
faw,ca3310p66k24t4e5,2022,краснодар,92000,5650000
howo,zz3407s3867e,2022,самара,412019,3425000
foxbus,62411-09,2022,москва,109424,7500000
sitrak,c7h,2023,краснодар,201842,6720000
faw,ca3250p66k24l1te5,2023,нижневартовск,43316,7240000
howo,zz3317v384ge,2022,ставрополь,64834,7092000
shacman,sx331863366,2023,москва,51613,8560000
shacman,sx331863366,2023,москва,63555,8370000
камаз,5490-s5,2017,краснодар,670000,3500000
shacman,sx331863366,2023,москва,42417,8595000
камаз,5490-s5,2019,краснодар,457321,5250000
камаз,5490-s5,2021,ростов-на-дону,588974,4939776
камаз,5490-s5,2017,краснодар,768728,3540000
камаз,5490-s5,2019,краснодар,428045,5330000
маз,544028-570-031,2022,краснодар,15591,5830000
shacman,sx42584v324,2022,красноярск,39472,6850000
shacman,sx42586w385c,2023,якутск,28157,7300000
shacman,sx42586w385c,2023,якутск,32424,7300000
howo,zz3407s3867e,2023,ярославль,185986,5161000
камаз,65115-48(a5),2020,пермь,100000,4487000
faw,ca3250p66k2t1e5,2022,иркутск,34712,10541000
shacman,sx33186t366,2022,санкт-петербург,105088,6110208
faw,ca3250p66k24t1e5,2021,сыктывкар,52901,5080000
маз,544008-070-031,2023,ростов-на-дону,105636,4291200
shacman,sx33186v366,2022,ярославль,112547,6760000
shacman,sx331863366,2023,смоленск,103665,7650000
jac,n120,2023,москва,126131,5501952
foton,auman,2022,самара,42851,9014000
камаз,54901-94,2023,самара,85126,7630000
howo,zz3317v386ge1,2022,самара,232042,6200000
sitrak,c7h,2023,краснодар,192875,6720000
sitrak,c7h,2023,краснодар,181176,6720000
faw,ca3250p66k24l1te5,2023,нижневартовск,43316,7240000
faw,ca3250p66k24l1te5,2023,нижневартовск,40614,7240000
faw,ca3250p66k24l1te5,2023,нижневартовск,40614,7240000
faw,ca3250p66k24l1te5,2023,нижневартовск,48721,7240000
sitrak,c7h,2022,краснодар,104326,7570000
sitrak,c7h,2023,краснодар,208540,6720000
sitrak,c7h,2022,краснодар,77938,7750000
sitrak,с7н,2022,краснодар,27940,8230000
камаз,6520-53(e5),2023,балашиха,4598,9700000
shacman,sx33186v366,2022,балашиха,104808,5320000
камаз,6520-53(e5),2023,москва,41037,8325000
faw,ca3310p66k24t4e5,2023,москва,38369,6480000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,94531,5400000
shacman,sx42584v324,2022,москва,136790,6267000
faw,ca3310p66k24t4e5,2023,москва,41723,6480000
faw,ca3310p66k24t4e5,2022,краснодар,124950,5730000
shacman,sx42584v324,2022,красноярск,187905,5170000
howo,zz3407s3867е,2022,самара,205793,4500000
faw,ca3310p66k24t4e5,2022,самара,119167,4980000
маз,6312c5-8579-012,2023,самара,8349,8500000
shacman,sx42586w385c,2022,нижневартовск,15967,7000000
faw,ca3310p66k24t4e5,2023,москва,40035,6480000
foton,s,2023,ставрополь,45008,6000000
scania,p,2017,москва,488337,9200000
shacman,sx32586v384,2023,москва,96026,6300000
shacman,sx32586v384,2023,москва,89165,6350000
камаз,43253-69(g5),2018,москва,,12075000
shacman,sx32586v384,2023,москва,81946,6350000
камаз,6520-b5,2022,москва,81299,4370000
shacman,sx32586v384,2023,москва,100641,6300000
камаз,6520-53,2022,москва,101234,4211000
shacman,sx32586v384,2023,москва,95453,6300000
shacman,sx32586v384,2023,москва,98849,6300000
howo,zz3317v386ge1,2023,москва,,7400000
howo,zz3317v386ge1,2022,красноярск,101335,7095000
sitrak,с7н,2023,воронеж,102471,7700000
газ,c41rb3,2023,самара,144315,4170000
foton,auman,2023,самара,109464,6080000
камаз,6520-53(e5),2022,чернушка,18930,6075000
shacman,sx32586v384,2023,балашиха,102479,6200000
faw,ca3250p66k2t1e5,2023,москва,39535,8132950
faw,ca3250p66k24t1e5,2022,балашиха,93958,5117175
shacman,sx33186v366,2022,новокузнецк,46300,5700000
shacman,sx33186v366,2022,новокузнецк,50558,5700000
камаз,54901-94,2022,балашиха,138925,7000000
камаз,6520-53,2022,москва,81201,3980000
камаз,6520-b5,2022,москва,79363,4230000
камаз,6520-53,2022,москва,101938,3900000
камаз,54901-94,2022,москва,189769,7800000
sitrak,zz4186v391he,2023,ижевск,117207,6600000
камаз,6520-b5,2022,москва,67660,4600000
камаз,6520-53,2021,москва,101179,3840000
камаз,6520-b5,2022,москва,47562,4470000
sany,syz320c-8s,2022,москва,61837,6160000
faw,ca3250p66k24t1e5,2022,москва,52136,4950000
камаз,65802-s5,2021,новый уренгой,130000,5295870
shacman,sx42586v385,2022,новый уренгой,60000,7072634
shacman,sx32586w385с,2022,новый уренгой,63345,7658496
shacman,sx33186t366c,2021,москва,126072,4815000
faw,ca3250p66k2t1e5,2022,москва,74184,5075000
faw,ca3250p66k2t1e5,2022,москва,75931,5075000
ford,cargo,2018,москва,413017,3350000
faw,ca3310p66k24t4e5,2022,санкт-петербург,80592,5523300
man,tgx,2016,москва,473329,7956000
faw,ca3310p66k24t4e5,2022,санкт-петербург,81760,5509762
faw,ca3310p66k24t4e5,2022,санкт-петербург,83183,5509762
hino,700,2017,иркутск,226138,4832317
shacman,sx3318dt366,2019,иркутск,139132,4268298
howo,zz3317v386ge1,2021,самара,129673,6825600
маз,650128-570-000,2022,уфа,88727,4137984
mercedes-benz,actros,2018,новокузнецк,400000,6096384
shacman,sx3318dt366,2019,иркутск,113500,4045178
faw,ca3250p66k24t1e5,2022,ставрополь,38342,5336000
